iter	Logloss
172	0.4493641737
173	0.4490605092
174	0.4488571475
175	0.4485262212
176	0.4483329597
177	0.4481488572
178	0.4479910616
179	0.4476951231
180	0.447380888
181	0.4470945486
182	0.4468019732
183	0.446533615
184	0.4463835402
185	0.446108715
186	0.4460710405
187	0.4458626498
188	0.4457428109
189	0.4455884231
190	0.4454583993
191	0.4451937152
192	0.4449486889
193	0.4447314
194	0.4444826321
195	0.4442142557
196	0.4440505456
197	0.4437900081
198	0.4436133893
199	0.4433901787
200	0.4430968416
201	0.4428740747
202	0.4426484202
203	0.4423100672
204	0.4420587471
205	0.4419312727
206	0.4417140855
207	0.4415208829
208	0.4414266335
209	0.4412424905
210	0.4409140453
211	0.4407514705
212	0.4405624137
213	0.4403917161
214	0.4402008662
215	0.4400255592
216	0.4397685175
217	0.4396651221
218	0.4394111392
219	0.4392058826
220	0.4391252059
221	0.4389172021
222	0.4387868917
223	0.438576134
224	0.4383404427
225	0.4381968557
226	0.4381311951
227	0.4379559325
228	0.4377945533
229	0.4375388607
230	0.4373249192
231	0.4371901726
232	0.4370696399
233	0.4369648076
234	0.4367484735
235	0.4365098631
236	0.436302405
237	0.4361279478
238	0.435982375
239	0.4358332445
240	0.4356852134
241	0.4355961306
242	0.4353180205
243	0.4350478681
244	0.434756528
245	0.4346132662
246	0.4344041506
247	0.4343036221
248	0.4341308137
249	0.4339746004
250	0.4337398493
251	0.4336527028
252	0.4335185641
253	0.4334176072
254	0.4333197082
255	0.4331345665
256	0.4328687111
257	0.4326613938
258	0.4323835627
259	0.4322223533
260	0.4321415419
261	0.4320752046
262	0.4319023752
263	0.4317311427
264	0.4315852792
265	0.4314460667
266	0.4313211809
267	0.4311922575
268	0.4310309633
269	0.430826079
270	0.4305988031
271	0.4304671237
272	0.4302766572
273	0.430009257
274	0.4298425984
275	0.429669194
276	0.4295291915
277	0.4292698025
278	0.4290919148
279	0.4289503584
280	0.4287001896
281	0.4285625248
282	0.4283104841
283	0.4280586309
284	0.4279274383
285	0.4277741073
286	0.4276751145
287	0.4275334984
288	0.4273289746
289	0.4271509007
290	0.4269043558
291	0.4266786752
292	0.4265357181
293	0.4263905238
294	0.4261768003
295	0.4259914182
296	0.425775982
297	0.4256383297
298	0.4254360756
299	0.425348573
300	0.425151268
301	0.4249746007
302	0.4248647662
303	0.4246772409
304	0.4246233282
305	0.424433756
306	0.4241595559
307	0.4239766395
308	0.4237771778
309	0.4234817266
310	0.4233712113
311	0.423169992
312	0.4229226583
313	0.4228032153
314	0.4226543259
315	0.4224529298
316	0.4223427386
317	0.4222034355
318	0.4218661279
319	0.4216872869
320	0.4214868144
321	0.4213061909
322	0.4210747163
323	0.4208689421
324	0.4206811951
325	0.4205400093
326	0.4202318047
327	0.4200799694
328	0.4199125666
329	0.4196846571
330	0.4195656112
331	0.4194364179
332	0.4193750701
333	0.4192899529
334	0.4191870404
335	0.4190266203
336	0.4188988391
337	0.4188225276
338	0.4187101032
339	0.4185658747
340	0.4182632174
341	0.4181122108
342	0.4179644738
343	0.4178575445
344	0.4177014287
345	0.417580758
346	0.4174040491
347	0.4173438703
348	0.4170358895
349	0.4168534938
350	0.416590962
351	0.4163543583
352	0.4161561417
353	0.4158898482
354	0.4157436494
355	0.4155324343
356	0.4154595475
357	0.4152299913
358	0.4150732572
359	0.41493164
360	0.4147632976
361	0.4146016676
362	0.4144907564
363	0.4143563718
364	0.4141238777
365	0.4139095138
366	0.4137334332
367	0.4136295961
368	0.4135090126
369	0.4133403158
370	0.4131446977
371	0.4129184637
372	0.4127203469
373	0.4125663639
374	0.4123726913
375	0.4122099832
376	0.4120302663
377	0.4118879499
378	0.4117742028
379	0.411635797
380	0.4115317051
381	0.4113495049
382	0.4112285235
383	0.4111028318
384	0.4110403085
385	0.4108215823
386	0.410634074
387	0.4105230026
388	0.4103367688
389	0.4101994248
390	0.4099753927
391	0.4098797375
392	0.4096359457
393	0.409505144
394	0.4091707333
395	0.4090292804
396	0.4089582581
397	0.4088940179
398	0.4087476013
399	0.4085107741
400	0.408365187
401	0.4082299811
402	0.4080775152
403	0.4079570178
404	0.407807557
405	0.4075967332
406	0.4074835254
407	0.4073430203
408	0.4071348808
409	0.406986731
410	0.4067990614
411	0.4066818435
412	0.4065552283
413	0.4062665455
414	0.4061091276
415	0.405979598
416	0.4058746132
417	0.4056431126
418	0.4054392254
419	0.4052930614
420	0.4051384329
421	0.4048655392
422	0.4047246131
423	0.4045216351
424	0.4043064631
425	0.4041426662
426	0.4039484191
427	0.4037600545
428	0.4036883605
429	0.403606826
430	0.4034471037
431	0.4033187731
432	0.4031512025
433	0.40294198
434	0.402797383
435	0.4025345035
436	0.4023797313
437	0.4021840961
438	0.4020055135
439	0.4018590238
440	0.4017694812
441	0.4015487662
442	0.4013869243
443	0.4012203067
444	0.4010344236
445	0.4007320218
446	0.4005843075
447	0.4004008838
448	0.4001069325
449	0.3999121907
450	0.399783313
451	0.3995410865
452	0.3993568242
453	0.3990995019
454	0.3989167406
455	0.3987120302
456	0.3985983032
457	0.3984196027
458	0.3981318522
459	0.3978689159
460	0.3976355373
461	0.3974678123
462	0.3972571894
463	0.3970654795
464	0.3969204204
465	0.3967445403
466	0.3966120603
467	0.3964445426
468	0.3962635574
469	0.396076614
470	0.3958234322
471	0.3957389835
472	0.3955795366
473	0.3954089788
474	0.395234081
475	0.395010166
476	0.3948889068
477	0.3947186825
478	0.3945505176
479	0.3944054109
480	0.394130594
481	0.3939412369
482	0.3938134814
483	0.3936828652
484	0.3935016475
485	0.393311096
486	0.3931562834
487	0.3930366441
488	0.3929285925
489	0.3928114874
490	0.3926482504
491	0.3925081061
492	0.3923364445
493	0.3921686813
494	0.3919640647
495	0.3917397177
496	0.3915518838
497	0.3914136287
498	0.3912425978
499	0.3910785829
500	0.3908136237
501	0.3906501605
502	0.3904854065
503	0.3903511523
504	0.3901011626
505	0.3899650944
506	0.3898334599
507	0.3896399506
508	0.3895036256
509	0.3893285488
510	0.3891179101
511	0.3889937764
512	0.3888544265
513	0.3887310344
514	0.3885644245
515	0.3883926737
516	0.3882015071
517	0.3879893886
518	0.3878298887
519	0.3877047973
520	0.3876223295
521	0.3873726987
522	0.3872143122
523	0.3869862373
524	0.3867326026
525	0.3866073562
526	0.3864554925
527	0.386289524
528	0.3861459607
529	0.3860063256
530	0.3858279565
531	0.385682451
532	0.3854506574
533	0.3852781414
534	0.3851588322
535	0.3850309442
536	0.3848953721
537	0.3847649262
538	0.3846064348
539	0.3844884061
540	0.3842302087
541	0.3840668855
542	0.3839640922
543	0.3838602089
544	0.3836985621
545	0.3835552362
546	0.3833666484
547	0.3832949784
548	0.3830829465
549	0.3829657781
550	0.3828486087
551	0.3827234178
552	0.3826156029
553	0.3824918221
554	0.3823373168
555	0.3822347973
556	0.3821478198
557	0.3820529804
558	0.381941785
559	0.3817468735
560	0.3815875685
561	0.3814559254
562	0.3811816337
563	0.3810175443
564	0.3808058084
565	0.3806745115
566	0.3805607108
567	0.3803775243
568	0.3801679832
569	0.3800842765
570	0.3799485971
571	0.3797603195
572	0.3796321021
573	0.3794817709
574	0.3793738696
575	0.3792393456
576	0.3790801262
577	0.3789610326
578	0.3788358903
579	0.3786221243
580	0.3784357596
581	0.3782969367
582	0.3781618621
583	0.3780377375
584	0.3778555934
585	0.3777600364
586	0.3775658426
587	0.3774157216
588	0.377280629
589	0.3771511869
590	0.377002601
591	0.3768029209
592	0.3766002577
593	0.376399026
594	0.3763050538
595	0.3761693766
596	0.3760535081
597	0.375829781
598	0.3756014575
599	0.3753650271
600	0.3752418894
601	0.3750924092
602	0.3749569178
603	0.3747243256
604	0.3745706076
605	0.3743887039
606	0.374310838
607	0.3741218573
608	0.3739808977
609	0.373840886
610	0.3737267684
611	0.3735797302
612	0.3734505102
613	0.3733757957
614	0.3731928986
615	0.3729703891
616	0.3728373462
617	0.3726141408
618	0.3723504088
619	0.372207662
620	0.372115468
621	0.3719700968
622	0.3718882668
623	0.371718228
624	0.3715441115
625	0.371399492
626	0.3713166105
627	0.3712248608
628	0.3710728994
629	0.3709003427
630	0.3706640248
631	0.3704842504
632	0.3703293761
633	0.3702367775
634	0.3700838991
635	0.3699131209
636	0.3698393571
637	0.3697331135
638	0.3695918384
639	0.3694122624
640	0.369264357
641	0.3690997241
642	0.3689551011
643	0.3688331079
644	0.3686851931
645	0.3685846983
646	0.3684662733
647	0.3683333008
648	0.3682040251
649	0.3680523902
650	0.3679709978
651	0.3678332595
652	0.3676684758
653	0.367470028
654	0.3673297688
655	0.3671756806
656	0.3670951756
657	0.3669454095
658	0.3667861309
659	0.3666426055
660	0.3665558448
661	0.3663520236
662	0.3662666402
663	0.3661352169
664	0.3660127749
665	0.3658976263
666	0.3656902044
667	0.3655180838
668	0.3653009646
669	0.3651551885
670	0.3649331568
671	0.3647308401
672	0.3646190932
673	0.3644511146
674	0.3643072223
675	0.3642302585
676	0.364128891
677	0.3639864894
678	0.3638390221
679	0.3636227665
680	0.363415149
681	0.3632274295
682	0.3630411653
683	0.3628659652
684	0.362707321
685	0.3626217998
686	0.3624631404
687	0.3623117826
688	0.3621823561
689	0.3619863281
690	0.3617950914
691	0.3616919673
692	0.361486696
693	0.3613628445
694	0.3612015712
695	0.3609959905
696	0.3608833071
697	0.360735181
698	0.3605711526
699	0.3604629746
700	0.3603542772
701	0.3602166237
702	0.3600655786
703	0.3599673349
704	0.3598150899
705	0.3596567881
706	0.3595354573
707	0.3593305174
708	0.3592017064
709	0.3591156087
710	0.3590043008
711	0.3588719186
712	0.3587950079
713	0.3586305614
714	0.3584332258
715	0.3582771988
716	0.3581474704
717	0.3579282227
718	0.3578307636
719	0.3577127515
720	0.3575691532
721	0.3573931804
722	0.3572542839
723	0.3571568016
724	0.3570747089
725	0.3569383316
726	0.3568632085
727	0.356769939
728	0.3566186655
729	0.3564858302
730	0.3563121536
731	0.3561300209
732	0.3559868122
733	0.3558101438
734	0.3556808798
735	0.3555506059
736	0.3553836689
737	0.3552855601
738	0.3550950394
739	0.3548938413
740	0.3547691841
741	0.3546742727
742	0.3545592383
743	0.3544141473
744	0.3542657791
745	0.3540972166
746	0.3539694663
747	0.3537825376
748	0.3536625161
749	0.3535276692
750	0.3534284631
751	0.3532664153
752	0.3530931531
753	0.3529192739
754	0.3527274828
755	0.3525842493
756	0.3525200053
757	0.3523785347
758	0.3522589367
759	0.3521240482
760	0.3520237899
761	0.3518865383
762	0.3517579389
763	0.3516283629
764	0.3515107219
765	0.3513259803
766	0.3511641922
767	0.3509874461
768	0.3508711984
769	0.3507038298
770	0.3505712266
771	0.3504060314
772	0.3502211489
773	0.3500182656
774	0.3498498426
775	0.3497048256
776	0.3495760019
777	0.3494278047
778	0.3492721172
779	0.3490853382
780	0.3489727671
781	0.3488630396
782	0.3487138876
783	0.3486281671
784	0.3484417333
785	0.348337296
786	0.3482037738
787	0.3481354501
788	0.3479882429
789	0.3478304346
790	0.3476491359
791	0.3475473209
792	0.3474177255
793	0.3473063279
794	0.3472198991
795	0.3470607556
796	0.3469421248
797	0.3468113363
798	0.3466542611
799	0.3464808235
800	0.3464021071
801	0.3462240262
802	0.346057144
803	0.3459512924
804	0.3458474429
805	0.3456965609
806	0.3455775027
807	0.3454819257
808	0.3452982107
809	0.3451863569
810	0.3450908067
811	0.344904355
812	0.3448060212
813	0.3446823912
814	0.3445214469
815	0.3443566533
816	0.3441710746
817	0.3440286429
818	0.3439407286
819	0.343841967
820	0.3437212412
821	0.3435123868
822	0.3433526389
823	0.3432808106
824	0.343109765
825	0.3430144024
826	0.3429369519
827	0.3428122735
828	0.3426555549
829	0.342542522
830	0.3424362949
831	0.3422663526
832	0.3421434872
833	0.3420472164
834	0.3419305483
835	0.3418116304
836	0.3416942595
837	0.3415718918
838	0.3414538349
839	0.3413386898
840	0.3412646182
841	0.3411679139
842	0.3410627414
843	0.3409353633
844	0.3407968403
845	0.3406369152
846	0.3405097651
847	0.3404341857
848	0.340372663
849	0.3402643756
850	0.3401638912
851	0.340031937
852	0.3398734056
853	0.3397613702
854	0.3396414784
855	0.3395178454
856	0.3394111904
857	0.3393056999
858	0.3392202774
859	0.3391181166
860	0.3389793805
861	0.3388892636
862	0.3387890592
863	0.3386645962
864	0.3385521769
865	0.3384080077
866	0.3383094732
867	0.3381423232
868	0.3379909922
869	0.3378905581
870	0.3377337352
871	0.3376505926
872	0.3374854712
873	0.3373926977
874	0.3372754683
875	0.3371934149
876	0.3370813704
877	0.3370257581
878	0.3368685528
879	0.3367666513
880	0.3366828577
881	0.3365749477
882	0.3364328439
883	0.3363128422
884	0.3361698531
885	0.3360059899
886	0.335900243
887	0.3358211921
888	0.335713296
889	0.3355471336
890	0.3354573316
891	0.3352985512
892	0.3351850875
893	0.3350232864
894	0.3347810019
895	0.3346252761
896	0.3344946124
897	0.3343449297
898	0.3341901398
899	0.3340908817
900	0.3339464845
901	0.3338925195
902	0.3338114465
903	0.3336465288
904	0.3334794506
905	0.3333751365
906	0.3332363816
907	0.3331243271
908	0.3329737007
909	0.3328644061
910	0.3327203877
911	0.3326005388
912	0.3324905627
913	0.3323355691
914	0.3322275986
915	0.3321258107
916	0.3320552034
917	0.331962149
918	0.3318315897
919	0.3317023322
920	0.3315663455
921	0.3314670465
922	0.3313346465
923	0.331243308
924	0.3311196881
925	0.3310147305
926	0.3309145188
927	0.3308180177
928	0.3306952062
929	0.3306113237
930	0.3304992466
931	0.330367074
932	0.3302420819
933	0.330070421
934	0.3299442213
935	0.3298310149
936	0.3297407848
937	0.3296140891
938	0.3294668436
939	0.329310608
940	0.3291504729
941	0.3290535189
942	0.3289248412
943	0.3288488342
944	0.3287278318
945	0.3286509047
946	0.3284974511
947	0.3284036716
948	0.3282971994
949	0.3281702941
950	0.3280709335
951	0.3279867153
952	0.3278669753
953	0.3276943424
954	0.3275790861
955	0.3274579434
956	0.3272455048
957	0.3271688766
958	0.3270530951
959	0.3269277742
960	0.3268270307
961	0.3266909991
962	0.3266050425
963	0.3264680877
964	0.3263239717
965	0.3262617514
966	0.3261662063
967	0.3260677234
968	0.3259938292
969	0.3259152833
970	0.325791095
971	0.3257134326
972	0.3256429585
973	0.3255465746
974	0.3254897055
975	0.3253911764
976	0.3253019726
977	0.32521546
978	0.3251094357
979	0.3250288933
980	0.3249045726
981	0.3247874034
982	0.3246984612
983	0.3245505961
984	0.3244328156
985	0.3242852062
986	0.3241823643
987	0.3240931089
988	0.3239835763
989	0.3239146813
990	0.3238638691
991	0.323699155
992	0.3236090086
993	0.3234818887
994	0.323394561
995	0.3232586755
996	0.3231210062
997	0.3230286296
998	0.3229197522
999	0.3228062138
